Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","73","Georgia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2014","%","69","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","73","Georgia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2004-2005","%","29.06","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","73","Georgia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2014","%","31","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","79","Germany","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999","%","91.15","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","79","Germany","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","91.6","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","79","Germany","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999","%","8.85","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","79","Germany","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","8.4","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","84","Greece","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999-2000","%","74.88","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","84","Greece","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2009-2010","%","72.3","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","84","Greece","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999-2000","%","25.12","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","84","Greece","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2009-2010","%","27.7","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","86","Grenada","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1995","%","66.21","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","86","Grenada","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2012","%","71.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","86","Grenada","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1995","%","33.79","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","86","Grenada","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2012","%","28.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","87","Guadeloupe","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1989","%","81.65","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","87","Guadeloupe","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1989","%","18.35","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","88","Guam","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2007/2012","%","87.5","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","88","Guam","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2007/2012","%","12.5","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","89","Guatemala","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2003","%","92.23","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","89","Guatemala","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2003","%","7.77","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","90","Guinea","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1989/1995","%","98","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","90","Guinea","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2001","%","94.34","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","90","Guinea","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1989/1995","%","2","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","90","Guinea","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2001","%","5.66","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","93","Haiti","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2008-2009","%","74.6","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","93","Haiti","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2008-2009","%","25.4","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","97","Hungary","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","76.09","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","97","Hungary","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","73.7","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","97","Hungary","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","23.91","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","97","Hungary","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","26.3","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","99","Iceland","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","84.6","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","99","Iceland","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","15.4","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","100","India","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1995-1996/2000-2001","%","89.14","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","100","India","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2005-2006/2010-2011","%","87.2","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","100","India","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1995-1996/2000-2001","%","10.86","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","100","India","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2005-2006/2010-2011","%","12.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","101","Indonesia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1992-1994","%","91.19","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","101","Indonesia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2013","%","89.2","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","101","Indonesia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1992-1994","%","8.81","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","101","Indonesia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2013","%","10.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","104","Ireland","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","89.32","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","104","Ireland","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","88.5","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","104","Ireland","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","10.68","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","104","Ireland","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","11.5","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","106","Italy","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1990-1991","%","73.95","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","106","Italy","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","70.05","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","106","Italy","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","69.3","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","106","Italy","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1990-1991","%","26.05","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","106","Italy","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","29.95","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","106","Italy","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","30.7","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","112","Jordan","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1997","%","97.04","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","112","Jordan","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1997","%","2.96","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","113","Kyrgyzstan","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2002-2003","%","87.62","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","113","Kyrgyzstan","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2002-2003","%","12.38","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","120","Lao People's Democratic Republic","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999","%","90.93","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","120","Lao People's Democratic Republic","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010-2011","%","98.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","120","Lao People's Democratic Republic","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999","%","9.07","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","120","Lao People's Democratic Republic","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010-2011","%","1.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","119","Latvia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","53.2","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","119","Latvia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","46.8","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","121","Lebanon","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1998-1999","%","92.9","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","121","Lebanon","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","91.4","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","121","Lebanon","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1998-1999","%","7.1","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","121","Lebanon","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","8.6","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","122","Lesotho","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1989-1990","%","73.88","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","122","Lesotho","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1999-2000","%","69.25","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","122","Lesotho","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2009-2010","%","65.1","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","122","Lesotho","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1989-1990","%","26.12","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","122","Lesotho","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1999-2000","%","30.75","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","122","Lesotho","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2009-2010","%","34.9","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","126","Lithuania","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","52.3","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","126","Lithuania","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","47.7","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","256","Luxembourg","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","80.36","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","256","Luxembourg","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","84.1","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","256","Luxembourg","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","19.64","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","256","Luxembourg","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","15.9","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","129","Madagascar","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2004-2005","%","84.72","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","129","Madagascar","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2004-2005","%","15.28","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","133","Mali","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2004-2005","%","96.94","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","133","Mali","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2004-2005","%","3.06","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","134","Malta","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","88.9","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","134","Malta","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","11.1","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","135","Martinique","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1989","%","78.42","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","135","Martinique","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1989","%","21.58","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","137","Mauritius","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2014","%","72.2","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","137","Mauritius","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2014","%","27.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","138","Mexico","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2007","%","84.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","138","Mexico","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2007","%","15.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","141","Mongolia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2011","%","86.2","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","141","Mongolia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2011","%","13.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","273","Montenegro","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","87.1","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","273","Montenegro","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","12.9","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","143","Morocco","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","","%","95.55","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","143","Morocco","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","1996","%","95.55","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","143","Morocco","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","","%","4.45","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","143","Morocco","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","1996","%","4.45","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","144","Mozambique","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000-2001","%","76.88","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","144","Mozambique","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2009-2010","%","72.5","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","144","Mozambique","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000-2001","%","23.12","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","144","Mozambique","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2009-2010","%","27.5","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","28","Myanmar","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1993","%","90","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","28","Myanmar","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2003","%","85","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","28","Myanmar","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1993","%","10","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","28","Myanmar","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2003","%","15","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","147","Namibia","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1995","%","42.94","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","147","Namibia","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1995","%","57.06","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","149","Nepal","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1992","%","93.58","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","149","Nepal","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2002","%","91.93","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","149","Nepal","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2011-2012","%","81","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","149","Nepal","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1992","%","6.42","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","149","Nepal","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2002","%","8.07","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","149","Nepal","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2011-2012","%","19","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","150","Netherlands","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2000","%","92.17","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","150","Netherlands","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2010","%","93.9","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","150","Netherlands","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2000","%","7.83","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","150","Netherlands","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2010","%","6.1","Fc","Calculated data","Eurostat reports gender breakdown only for managers, which include both holders (civil persons) that manage the holding themselves and managers that are not holders, including of legal units."
"WCAD","Structural data from agricultural censuses","157","Nicaragua","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2000","2001","%","81.93","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","157","Nicaragua","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2011","%","76.7","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","157","Nicaragua","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2000","2001","%","18.07","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","157","Nicaragua","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2011","%","23.3","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","158","Niger","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2004-2008","%","93.4","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","158","Niger","6202","Percent of total persons","270051","Holdings operated by civil persons, female","2010","2004-2008","%","6.6","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","160","Niue","6202","Percent of total persons","270052","Holdings operated by civil persons, male","1990","1989","%","87.89","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","160","Niue","6202","Percent of total persons","270052","Holdings operated by civil persons, male","2010","2009","%","76.8","Fc","Calculated data",""
"WCAD","Structural data from agricultural censuses","160","Niue","6202","Percent of total persons","270051","Holdings operated by civil persons, female","1990","1989","%","12.11","Fc","Calculated data",""
